time_s,cell,soc,soc_std,voltage_V,temperature_K,current_A,interval_mean_voltage_V,interval_max_voltage_V,interval_max_temperature_K,reward_time,reward_balance,reward_voltage,reward_temperature
2520.0,3,0.834504567607825,0.0749347656641071,4.170615933158434,300.0788827555153,2.5,4.167716456117196,4.170615933158434,300.0788827555153,-0.75,-2.746738283205355,-0.0,-0.0
2610.0,1,0.6852485167589633,0.07517899084868833,4.0572956276456615,301.250579849636,3.5,4.042082178042071,4.0572956276456615,301.250579849636,-0.75,-2.7589495424344164,-0.4256571709252377,-0.0
2610.0,2,0.8378663267297974,0.07517899084868833,4.221282858546262,301.1374544728431,4.5,4.2146811612838215,4.221282858546262,301.1374544728431,-0.75,-2.7589495424344164,-0.4256571709252377,-0.0
2610.0,3,0.85080043857148,0.07517899084868833,4.175102953250695,300.1229213538568,2.5,4.172949699523772,4.175102953250695,300.1229213538568,-0.75,-2.7589495424344164,-0.4256571709252377,-0.0
2700.0,1,0.7058351480017413,0.07067208341307926,4.080997231711418,301.3370179542586,3.5,4.069440636496626,4.080997231711418,301.3370179542586,-0.75,-2.533604170653963,-0.0,-0.0
2700.0,2,0.8409778697870164,0.07067208341307926,4.1043593245412175,301.0896747051541,0.5,4.109283165204606,4.121462155976616,301.1374544728431,-0.75,-2.533604170653963,-0.0,-0.0
2700.0,3,0.8670963095351335,0.07067208341307926,4.1793416972312265,300.1673202319615,2.5,4.177166620226969,4.1793416972312265,300.1673202319615,-0.75,-2.533604170653963,-0.0,-0.0
2790.0,1,0.7323036738853124,0.06689293672920195,4.139846685333751,301.49828807013415,4.5,4.12218763732891,4.139846685333751,301.49828807013415,-0.75,-2.344646836460097,-0.01929495767617695,-0.0
2790.0,2,0.8627586711875456,0.06689293672920195,4.200964747883809,301.1614074554104,3.5,4.193510446848189,4.200964747883809,301.1614074554104,-0.75,-2.344646836460097,-0.01929495767617695,-0.0
2790.0,3,0.8833921804987882,0.06689293672920195,4.185307466538138,300.2121627627712,2.5,4.182095709453762,4.185307466538138,300.2121627627712,-0.75,-2.344646836460097,-0.01929495767617695,-0.0
2880.0,1,0.758772199768884,0.06006561974418569,4.168285167119631,301.6610584499256,4.5,4.1544344097729695,4.168285167119631,301.6610584499256,-0.75,-2.0032809872092847,-0.0,-0.0
2880.0,2,0.8658702142447644,0.06006561974418569,4.110347285314239,301.11314816969656,0.5,4.113258928929176,4.121333632636116,301.1614074554104,-0.75,-2.0032809872092847,-0.0,-0.0
2880.0,3,0.8996880514624418,0.06006561974418569,4.195002413181459,300.25755333274776,2.5,4.189776657101454,4.195002413181459,300.25755333274776,-0.75,-2.0032809872092847,-0.0,-0.0
2970.0,1,0.7852407256524551,0.0561589060965579,4.19156204533148,301.82321727547173,4.5,4.180441196326221,4.19156204533148,301.82321727547173,-0.75,-1.8079453048278953,-0.4143259154337997,-0.0
2970.0,2,0.8876510156452936,0.0561589060965579,4.2108653535253175,301.18666469641084,3.5,4.2007981121171385,4.2108653535253175,301.18666469641084,-0.75,-1.8079453048278953,-0.4143259154337997,-0.0
2970.0,3,0.9159839224260965,0.0561589060965579,4.209850942246373,300.30373673253,2.5,4.201968080419971,4.209850942246373,300.30373673253,-0.75,-1.8079453048278953,-0.4143259154337997,-0.0
3060.0,1,0.811709251536026,0.04658555787045412,4.207400972091435,301.98502459322384,4.5,4.200153269698469,4.207400972091435,301.98502459322384,-0.75,-1.3292778935227059,-0.14801944182869065,-0.0
3060.0,2,0.8907625587025123,0.04658555787045412,4.115884436652767,301.1380616997934,0.5,4.119318278807322,4.129803972708384,301.18666469641084,-0.75,-1.3292778935227059,-0.14801944182869065,-0.0
3060.0,3,0.9225022708115599,0.04658555787045412,4.155542159466269,300.29813984341183,1.0,4.157540055288244,4.166100423145787,300.30373673253,-0.75,-1.3292778935227059,-0.14801944182869065,-0.0
3150.0,1,0.8146501988564243,0.053421901782442736,4.085856739866069,301.9379078941876,0.5,4.09408381837049,4.112130553358025,301.98502459322384,-0.75,-1.671095089122137,-1.331342416070882,-0.0
3150.0,2,0.9125433601030412,0.053421901782442736,4.231140505127096,301.2138350275609,3.5,4.214108260824691,4.231140505127096,301.2138350275609,-0.75,-1.671095089122137,-1.331342416070882,-0.0
3150.0,3,0.9387981417752139,0.053421901782442736,4.235426615676449,300.34414481042677,2.5,4.21932774178052,4.235426615676449,300.34414481042677,-0.75,-1.671095089122137,-1.331342416070882,-0.0
3240.0,1,0.8352368300992019,0.04650496721078637,4.187159089139696,302.0156236017598,3.5,4.176973168323381,4.187159089139696,302.0156236017598,-0.75,-1.3252483605393184,-0.0,-0.0
3240.0,2,0.9156549031602585,0.04650496721078637,4.126735535260748,301.16487604031283,0.5,4.132105454584965,4.148393031755305,301.2138350275609,-0.75,-1.3252483605393184,-0.0,-0.0
3240.0,3,0.9453164901606773,0.04650496721078637,4.179967285804506,300.33863790871897,1.0,4.181401048875343,4.190798463350292,300.34414481042677,-0.75,-1.3252483605393184,-0.0,-0.0
3330.0,1,0.8558234613419802,0.04526018643227426,4.194364819141192,302.09871760864297,3.5,4.191125608964521,4.194364819141192,302.09871760864297,-0.75,-1.2630093216137128,-2.741320384109507,-0.0
3330.0,2,0.9374357045607878,0.04526018643227426,4.264650544000535,301.24340756117965,3.5,4.238662605211043,4.264650544000535,301.24340756117965,-0.75,-1.2630093216137128,-2.741320384109507,-0.0
3330.0,3,0.9616123611243326,0.04526018643227426,4.272415475204941,300.3863292149932,2.5,4.251682904775667,4.272415475204941,300.3863292149932,-0.75,-1.2630093216137128,-2.741320384109507,-0.0
3420.0,1,0.8822919872255519,0.03354786975497359,4.232294429349029,302.26167872983575,4.5,4.223210947927748,4.232294429349029,302.26167872983575,-0.75,-0.6773934877486796,-0.6458885869805719,-0.0
3420.0,2,0.9405472476180058,0.03354786975497359,4.148987710899561,301.1940788242465,0.5,4.156898481023469,4.179904792200343,301.24340756117965,-0.75,-0.6773934877486796,-0.6458885869805719,-0.0
3420.0,3,0.9616123611243358,0.03354786975497359,4.151199664510001,300.36877453371557,0.0,4.161817137692732,4.186661574284406,300.3863292149932,-0.75,-0.6773934877486796,-0.6458885869805719,-0.0
3510.0,1,0.8852329345459496,0.03617547617615882,4.113179056918824,302.2111042831781,0.5,4.118166819216067,4.133648876212739,302.26167872983575,-0.75,-0.808773808807941,-2.176477290833443,-0.0
3510.0,2,0.9623280490185356,0.03617547617615882,4.308823864541672,301.276030082848,3.5,4.275603752761992,4.308823864541672,301.276030082848,-0.75,-0.808773808807941,-2.176477290833443,-0.0
3510.0,3,0.9616123611243383,0.03617547617615882,4.145142146182755,300.35135769261007,0.0,4.14765755637156,4.151199664510001,300.36877453371557,-0.75,-0.808773808807941,-2.176477290833443,-0.0
3600.0,1,0.9058195657887282,0.026471277720613844,4.217796503741685,302.2915057316826,3.5,4.2041749004526245,4.217796503741685,302.2915057316826,-0.75,-0.3235638860306922,-0.3559300748336902,-0.0
3600.0,2,0.9623280490185343,0.026471277720613844,4.153780940698981,301.22259838056124,0.0,4.167692198130123,4.201324424348909,301.276030082848,-0.75,-0.3235638860306922,-0.3559300748336902,-0.0
3600.0,3,0.9616123611243416,0.026471277720613844,4.142686893611929,300.3340778549047,0.0,4.1437606530740005,4.145142146182755,300.35135769261007,-0.75,-0.3235638860306922,-0.3559300748336902,-0.0
3690.0,1,0.9087605131091263,0.02508499097776569,4.120015771639263,302.24047635103807,0.5,4.124795052142293,4.139039176495396,302.2915057316826,-0.75,-0.25424954888828444,-0.0,-0.0
3690.0,2,0.9623280490185339,0.02508499097776569,4.14628605842673,301.1700800325668,0.0,4.1493767316201735,4.153780940698981,301.22259838056124,-0.75,-0.25424954888828444,-0.0,-0.0
3690.0,3,0.9616123611243445,0.02508499097776569,4.141515642975284,300.31693403046586,0.0,4.142035843373422,4.142686893611929,300.3340778549047,-0.75,-0.25424954888828444,-0.0,-0.0
3780.0,1,0.9293471443519037,0.015381433595821725,4.24417310807657,302.32351185645973,3.5,4.222192558643975,4.24417310807657,302.32351185645973,-0.75,-0.0,-0.8834621615313942,-0.0
3780.0,2,0.9623280490185334,0.015381433595821725,4.14331415074709,301.11846089271535,0.0,4.1446100994776405,4.14628605842673,301.1700800325668,-0.75,-0.0,-0.8834621615313942,-0.0
3780.0,3,0.9616123611243486,0.015381433595821725,4.140939099338871,300.29992632028956,0.0,4.141197256414906,4.141515642975284,300.31693403046586,-0.75,-0.0,-0.8834621615313942,-0.0
